Commodity,Variety,Grade,Commodity_Code
Paddy (Dhan)(Common),Sona,Medium,2
Paddy (Dhan)(Common),Sona,Non-FAQ,2
Paddy (Dhan)(Common),Sona,Ref grade-1,2
Paddy (Dhan)(Common),Sona,Ref grade-2,2
Paddy (Dhan)(Common),Sona,Small,2
Paddy (Dhan)(Common),Sona Mahsuri,FAQ,2
Paddy (Dhan)(Common),Sona Mahsuri,Local,2
Paddy (Dhan)(Common),Sona Mahsuri,Medium,2
Paddy (Dhan)(Common),Sona Mahsuri,Non-FAQ,2
Paddy (Dhan)(Common),Sona Mahsuri,Ref grade-1,2
Paddy (Dhan)(Common),Sona Masuri (OLD),FAQ,2
Paddy (Dhan)(Common),Sona Masuri (OLD),Medium,2
Paddy (Dhan)(Common),Sugandha,FAQ,2
Paddy (Dhan)(Common),Sugandha,Local,2
Paddy (Dhan)(Common),Sugandha,Non-FAQ,2
Paddy (Dhan)(Common),Super Ponni,FAQ,2
Paddy (Dhan)(Common),Super Ponni,Large,2
Paddy (Dhan)(Common),Super Ponni,Local,2
Paddy (Dhan)(Common),Super Ponni,Non-FAQ,2
Paddy (Dhan)(Common),SuperFine (Basmati),FAQ,2
Paddy (Dhan)(Common),Swarna Masuri (New),FAQ,2
Paddy (Dhan)(Common),Swarna Masuri (New),Local,2
Paddy (Dhan)(Common),Swarna Masuri (New),Medium,2
Paddy (Dhan)(Common),Swarna Masuri (New),Non-FAQ,2
Paddy (Dhan)(Common),Swarna Masuri (OLD),FAQ,2
Paddy (Dhan)(Common),Swarna Masuri (OLD),Local,2
Paddy (Dhan)(Common),TKM 9,FAQ,2
Paddy (Dhan)(Common),TKM 9,Local,2
Paddy (Dhan)(Common),TKM 9,Non-FAQ,2
Paddy (Dhan)(Common),TY 01,FAQ,2
Paddy (Dhan)(Common),Vijaya Masuri,FAQ,2
Paddy (Dhan)(Common),White Car,FAQ,2
Paddy (Dhan)(Common),White Car,Local,2
Paddy (Dhan)(Common),White Ponni,FAQ,2
Paddy (Dhan)(Common),White Ponni,Non-FAQ,2
Paddy (Dhan)(Common),andrasanna,FAQ,2
Palash flowers,Palash Flowers,FAQ,441
Papaya,Other,FAQ,72
Papaya,Other,Grade A,72
Papaya,Other,Grade B,72
Papaya,Other,Grade C,72
Papaya,Other,Grade Range-2,72
Papaya,Other,Large,72
Papaya,Other,Local,72
Papaya,Other,Medium,72
Papaya,Other,Small,72
Papaya,Papaya,FAQ,72
Papaya,Papaya,Grade A,72
Papaya,Papaya,Grade B,72
Papaya,Papaya,Grade C,72
Papaya,Papaya,Grade Range-1,72
Papaya,Papaya,Large,72
Papaya,Papaya,Local,72
Papaya,Papaya,Medium,72
Papaya,Papaya,Ref grade-1,72
Papaya,Papaya,Ref grade-2,72
Papaya,Papaya,Small,72
Papaya,Papaya-Organic,Local,72
Papaya,Papaya-Organic,Medium,72
Papaya (Raw),Other,FAQ,313
Papaya (Raw),Other,Grade A,313
Papaya (Raw),Other,Grade B,313
Papaya (Raw),Other,Local,313
Papaya (Raw),Other,Medium,313
Papaya (Raw),Other,Small,313
Papaya (Raw),Papaya (Raw),FAQ,313
Papaya (Raw),Papaya (Raw),Grade A,313
Papaya (Raw),Papaya (Raw),Local,313
Papaya (Raw),Papaya (Raw),Medium,313
Patti Calcutta,Other,FAQ,404
Patti Calcutta,Patti Calcutta,FAQ,404
Peach,Other,FAQ,331
Peach,Other,Large,331
Peach,Other,Local,331
Peach,Other,Medium,331
Peach,Other,Small,331
Peach,Peach,Large,331
Peach,Peach,Medium,331
Peach,Peach,Small,331
Pear (Marasebu),Other,FAQ,330
Pear (Marasebu),Other,Large,330
Pear (Marasebu),Other,Local,330
Pear (Marasebu),Other,Medium,330
Pear (Marasebu),Other,Small,330
Pear (Marasebu),Pear-Organic,Medium,330
Pear (Marasebu),Pears,Large,330
Pear (Marasebu),Pears,Local,330
Pear (Marasebu),Pears,Medium,330
Pear (Marasebu),Pears,Small,330
Peas (Dry),Other,FAQ,347
Peas (Dry),Other,Large,347
Peas (Dry),Other,Local,347
Peas (Dry),Peas (Dry),FAQ,347
Peas (Dry),Peas (Dry),Grade Range-1,347
Peas (Dry),Peas (Dry),Grade Range-2,347
Peas (Dry),Peas (Dry),Local,347
Peas Wet,Other,FAQ,174
Peas Wet,Other,Grade A,174
Peas Wet,Other,Grade B,174
Peas Wet,Other,Grade C,174
Peas Wet,Other,Local,174
Peas Wet,Other,Medium,174
Peas Wet,Peas Wet,FAQ,174
Peas Wet,Peas Wet,Grade A,174
Peas Wet,Peas Wet,Grade B,174
Peas Wet,Peas Wet,Large,174
Peas Wet,Peas Wet,Local,174
Peas Wet,Peas Wet,Medium,174
Peas Wet,Peas Wet,Ref grade-1,174
Peas Wet,Peas Wet,Ref grade-2,174
Peas Wet,Peas Wet,Small,174
Peas cod,Other,FAQ,308
Peas cod,Other,Grade A,308
Peas cod,Other,Grade B,308
Peas cod,Other,Grade C,308
Peas cod,Other,Grade Range-3,308
Peas cod,Other,Large,308
Peas cod,Other,Local,308
Peas cod,Other,Medium,308
Peas cod,Pea,FAQ,308
Peas cod,Peas cod,FAQ,308
Peas cod,Peas cod,Grade A,308
Peas cod,Peas cod,Grade B,308
Peas cod,Peas cod,Local,308
Peas cod,Peas cod,Medium,308
Pegeon Pea (Arhar Fali),Other,FAQ,301
Pegeon Pea (Arhar Fali),Other,Local,301
Pegeon Pea (Arhar Fali),Pigeon Pea (Arhar Fali),FAQ,301
Pegeon Pea (Arhar Fali),Pigeon Pea (Arhar Fali),Local,301
Pepper garbled,Other,FAQ,109
Pepper ungarbled,Other,FAQ,110
Pepper ungarbled,Other,Local,110
Persimon (Japani Fal),Other,Grade B,327
Persimon (Japani Fal),Other,Large,327
Persimon (Japani Fal),Other,Medium,327
Persimon (Japani Fal),Other,Small,327
Persimon (Japani Fal),Persimon (Japani Fal),Grade A,327
Persimon (Japani Fal),Persimon (Japani Fal),Grade B,327
Persimon (Japani Fal),Persimon (Japani Fal),Large,327
Persimon (Japani Fal),Persimon (Japani Fal),Medium,327
Persimon (Japani Fal),Persimon (Japani Fal),Small,327
Pigs,Other,FAQ,220
Pigs,Other,Local,220
Pigs,Pigs,FAQ,220
Pineapple,Other,FAQ,21
Pineapple,Other,Grade A,21
Pineapple,Other,Grade B,21
Pineapple,Other,Large,21
Pineapple,Other,Local,21
Pineapple,Other,Medium,21
Pineapple,Other,Small,21
Pineapple,Pine Apple,FAQ,21
Pineapple,Pine Apple,Grade A,21
Pineapple,Pine Apple,Grade B,21
Pineapple,Pine Apple,Grade C,21
Pineapple,Pine Apple,Grade Range-1,21
Pineapple,Pine Apple,Large,21
Pineapple,Pine Apple,Local,21
Pineapple,Pine Apple,Medium,21
Pineapple,Pine Apple,Ref grade-1,21
Pineapple,Pine Apple,Ref grade-2,21
Pineapple,Pine Apple,Small,21
Plum,Other,FAQ,329
Plum,Other,Large,329
Plum,Other,Local,329
Plum,Other,Medium,329
Plum,Other,Small,329
Plum,Plum,Grade Range-1,329
Plum,Plum,Large,329
Plum,Plum,Medium,329
Plum,Plum,Small,329
Plum,Plum-Organic,Large,329
Plum,Plum-Organic,Medium,329
Plum,Plum-Organic,Small,329
Pointed gourd (Parval),Organic,FAQ,303
Pointed gourd (Parval),Other,FAQ,303
Pointed gourd (Parval),Other,Grade A,303
Pointed gourd (Parval),Other,Grade B,303
Pointed gourd (Parval),Other,Large,303
Pointed gourd (Parval),Other,Local,303
Pointed gourd (Parval),Other,Medium,303
Pointed gourd (Parval),Other,Small,303
Pointed gourd (Parval),Pointed gourd (Parval),FAQ,303
Pointed gourd (Parval),Pointed gourd (Parval),Grade A,303
Pointed gourd (Parval),Pointed gourd (Parval),Grade B,303
Pointed gourd (Parval),Pointed gourd (Parval),Large,303
Pointed gourd (Parval),Pointed gourd (Parval),Local,303
Pointed gourd (Parval),Pointed gourd (Parval),Medium,303
Pointed gourd (Parval),Pointed gourd (Parval),Small,303
Pomegranate,Other,FAQ,190
Pomegranate,Other,Grade A,190
Pomegranate,Other,Grade B,190
Pomegranate,Other,Grade C,190
Pomegranate,Other,Large,190
Pomegranate,Other,Local,190
Pomegranate,Other,Medium,190
Pomegranate,Other,Small,190
Pomegranate,Pomogranate,FAQ,190
Pomegranate,Pomogranate,Grade A,190
Pomegranate,Pomogranate,Grade B,190
Pomegranate,Pomogranate,Grade C,190
Pomegranate,Pomogranate,Grade Range-1,190
Pomegranate,Pomogranate,Grade Range-3,190
Pomegranate,Pomogranate,Large,190
Pomegranate,Pomogranate,Local,190
Pomegranate,Pomogranate,Medium,190
Pomegranate,Pomogranate,Ref grade-1,190
Pomegranate,Pomogranate,Small,190
Potato,(Red Nanital),FAQ,24
Potato,(Red Nanital),Large,24
Potato,(Red Nanital),Local,24
Potato,(Red Nanital),Medium,24
Potato,(Red Nanital),Non-FAQ,24
Potato,Badshah,FAQ,24
Potato,Badshah,Grade B,24
Potato,Badshah,Non-FAQ,24
Potato,Big,FAQ,24
Potato,Big,Medium,24
Potato,Chandermukhi,FAQ,24
Potato,Chandermukhi,Medium,24
Potato,Chips,FAQ,24
Potato,Chips,Non-FAQ,24
Potato,Desi,FAQ,24
Potato,Desi,Grade A,24
Potato,Desi,Grade B,24
Potato,Desi,Grade C,24
Potato,Desi,Grade Range-3,24
Potato,Desi,Local,24
Potato,Desi,Medium,24
Potato,Desi,Non-FAQ,24
Potato,F.A.Q.,FAQ,24
Potato,F.A.Q.,Large,24
Potato,F.A.Q.,Local,24
Potato,F.A.Q.,Medium,24
Potato,F.A.Q.,Non-FAQ,24
Potato,Haldwani,FAQ,24
Potato,Haldwani,Non-FAQ,24
Potato,Jalander,FAQ,24
Potato,Jalander,Local,24
Potato,Jalander,Medium,24
Potato,Jalander,Non-FAQ,24
Potato,Jyoti,FAQ,24
Potato,Jyoti,Grade A,24
Potato,Jyoti,Grade B,24
Potato,Jyoti,Grade Range-3,24
Potato,Jyoti,Local,24
Potato,Jyoti,Non-FAQ,24
Potato,Kufri Giriraj,FAQ,24
Potato,Kufri Giriraj,Grade A,24
Potato,Kufri Giriraj,Medium,24
Potato,Kufri Khasi_garo,FAQ,24
Potato,Kufri Megha,FAQ,24
Potato,Kufri Megha,Non-FAQ,24
Potato,Local,FAQ,24
Potato,Local,Grade A,24
Potato,Local,Grade B,24
Potato,Local,Grade C,24
Potato,Local,Large,24
Potato,Local,Local,24
Potato,Local,Medium,24
Potato,Local,Non-FAQ,24
Potato,Local,Ref grade-1,24
Potato,Local,Ref grade-2,24
Potato,Military special,FAQ,24
Potato,Other,FAQ,24
Potato,Other,Grade A,24
Potato,Other,Grade B,24
Potato,Other,Grade C,24
Potato,Other,Grade Range-1,24
Potato,Other,Grade Range-2,24
Potato,Other,Large,24
Potato,Other,Local,24
Potato,Other,Medium,24
Potato,Other,Non-FAQ,24
Potato,Other,Ref grade-1,24
Potato,Other,Ref grade-2,24
Potato,Other,Small,24
Potato,Potato,FAQ,24
Potato,Potato,Grade A,24
Potato,Potato,Grade B,24
Potato,Potato,Grade C,24
Potato,Potato,Grade Range-1,24
Potato,Potato,Large,24
Potato,Potato,Local,24
Potato,Potato,Medium,24
Potato,Potato,Non-FAQ,24
Potato,Potato,Ref grade-1,24
Potato,Potato,Ref grade-2,24
Potato,Potato,Small,24
Potato,Potato-Organic,FAQ,24
Potato,Potato-Organic,Non-FAQ,24
Potato,Red,FAQ,24
Potato,Red,Grade A,24
Potato,Red,Medium,24
Potato,Red,Non-FAQ,24
Potato,Red Nanital,FAQ,24
Potato,Red Nanital,Local,24
Potato,Red Nanital,Medium,24
Potato,Red Nanital,Non-FAQ,24
Potato,Shimla,FAQ,24
Potato,Shimla,Non-FAQ,24
Potato,Sinduri,FAQ,24
Pumpkin,Other,FAQ,84
Pumpkin,Other,Grade A,84
Pumpkin,Other,Grade B,84
Pumpkin,Other,Grade C,84
Pumpkin,Other,Grade Range-1,84
Pumpkin,Other,Grade Range-2,84
Pumpkin,Other,Large,84
Pumpkin,Other,Local,84
Pumpkin,Other,Medium,84
Pumpkin,Other,Small,84
Pumpkin,Pumpkin,FAQ,84
Pumpkin,Pumpkin,Grade A,84
Pumpkin,Pumpkin,Grade B,84
Pumpkin,Pumpkin,Grade Range-3,84
Pumpkin,Pumpkin,Large,84
Pumpkin,Pumpkin,Local,84
Pumpkin,Pumpkin,Medium,84
Pumpkin,Pumpkin,Small,84
Pumpkin,pumpkin-Organic,FAQ,84
Pumpkin,pumpkin-Organic,Local,84
Pupadia,Pupadia,FAQ,447
Pupadia,Pupadia-Organic,FAQ,447
Raddish,Other,FAQ,161
Raddish,Other,Grade A,161
Raddish,Other,Grade B,161
Raddish,Other,Grade C,161
Raddish,Other,Grade Range-2,161
Raddish,Other,Grade Range-3,161
Raddish,Other,Large,161
Raddish,Other,Local,161
Raddish,Other,Medium,161
Raddish,Other,Small,161
Raddish,Raddish,FAQ,161
Raddish,Raddish,Grade A,161
Raddish,Raddish,Grade B,161
Raddish,Raddish,Grade C,161
Raddish,Raddish,Grade Range-1,161
Raddish,Raddish,Grade Range-3,161
Raddish,Raddish,Large,161
Raddish,Raddish,Local,161
Raddish,Raddish,Medium,161
Raddish,Raddish,Ref grade-1,161
Raddish,Raddish,Ref grade-2,161
Raddish,Raddish,Small,161
Ragi (Finger Millet),Feeds (Poultry Quality),FAQ,30
Ragi (Finger Millet),Feeds (Poultry Quality),Medium,30
Ragi (Finger Millet),Fine,FAQ,30
Ragi (Finger Millet),Fine,Large,30
Ragi (Finger Millet),Fine,Local,30
Ragi (Finger Millet),Fine,Medium,30
Ragi (Finger Millet),Fine,Ref grade-1,30
Ragi (Finger Millet),Hybrid,FAQ,30
Ragi (Finger Millet),Hybrid,Local,30
Ragi (Finger Millet),Hybrid,Medium,30
Ragi (Finger Millet),Hybrid,Ref grade-1,30
Ragi (Finger Millet),Hybrid,Ref grade-2,30
Ragi (Finger Millet),Local,FAQ,30
Ragi (Finger Millet),Local,Large,30
Ragi (Finger Millet),Local,Local,30
Ragi (Finger Millet),Local,Medium,30
Ragi (Finger Millet),Local,Non-FAQ,30
Ragi (Finger Millet),Local,Ref grade-1,30
Ragi (Finger Millet),Local,Ref grade-2,30
Ragi (Finger Millet),Local,Small,30
Ragi (Finger Millet),Medium,FAQ,30
Ragi (Finger Millet),Medium,Local,30
Ragi (Finger Millet),Medium,Medium,30
Ragi (Finger Millet),Medium,Non-FAQ,30
Ragi (Finger Millet),Medium Fine,FAQ,30
Ragi (Finger Millet),Medium Fine,Medium,30
Ragi (Finger Millet),Other,FAQ,30
Ragi (Finger Millet),Other,Local,30
Ragi (Finger Millet),Other,Non-FAQ,30
Ragi (Finger Millet),Red,FAQ,30
Ragi (Finger Millet),Red,Local,30
Ragi (Finger Millet),Red,Medium,30
Ragi (Finger Millet),Red,Ref grade-1,30
Ragi (Finger Millet),Red,Ref grade-2,30
Raibel,Other,FAQ,409
Raibel,Raibel,FAQ,409
Rajgir,Other,FAQ,248
Rajgir,Other,Local,248
Rajgir,Rajgir,FAQ,248
Rajgir,Rajgir,Local,248
Rajgir,Rajgira,FAQ,248
Ram,Ram,FAQ,282
Ram,Ram,Local,282
Rat Tail Radish (Mogari),Other,FAQ,307
Rat Tail Radish (Mogari),Other,Local,307
Rat Tail Radish (Mogari),Rat Tail Radish (Mogari),FAQ,307
Ratanjot,Ratanjot,FAQ,460
Raya,Other,FAQ,65
Raya,PBR-91,FAQ,65
Red Gram,AL-15,FAQ,7
Red Gram,Desi (Whole),FAQ,7
Red Gram,Local,FAQ,7
Red Gram,Local,Local,7
Red Gram,Masuri (W-S),FAQ,7
Red Gram,Other,FAQ,7
Red Gram,Other,Local,7
Resinwood,Other,FAQ,322
Riccbcan,RBL-1,Medium,62
Rice,1009 Kar,FAQ,3
Rice,1009 Kar,Local,3
Rice,ADT 39,FAQ,3
Rice,Amira Mogra Basmati,Medium,3
Rice,Amras Non Basmati,FAQ,3
Rice,Annapoorna,FAQ,3
Rice,B P T,FAQ,3
Rice,B P T,Medium,3
Rice,Basmati,Local,3
Rice,Basmati Haryana Raw (New),FAQ,3
Rice,Basmati Haryana Raw (Old),FAQ,3
Rice,Basmati Haryana Sela (New),FAQ,3
Rice,Basmati Mogra (Raw/Old),FAQ,3
Rice,Basmati Paddy,FAQ,3
Rice,Basmati U.P. (New),FAQ,3
Rice,Basmati U.P. (Old),FAQ,3
Rice,Basmati-370,FAQ,3
Rice,Basumathi,FAQ,3
Rice,Basumathi,Ref grade-1,3
Rice,Boiled Rice,FAQ,3
Rice,Boiled Rice,Grade Range-1,3
Rice,Broken Rice,FAQ,3
Rice,Broken Rice,Local,3
Rice,Broken Rice,Medium,3
Rice,Broken Rice,Ref grade-1,3
Rice,Broken Rice,Ref grade-2,3
Rice,Broken Rice (Kanki),FAQ,3
Rice,CR 1009 (Coarse) Boiled,FAQ,3
Rice,CR 1009 (Coarse) Boiled,Local,3
Rice,CR 1009 (Coarse) Boiled,Medium,3
Rice,CR 1009 (Coarse) Boiled,Ref grade-1,3
Rice,CR 1009 (Coarse) Boiled,Ref grade-2,3
Rice,Coarse,FAQ,3
Rice,Coarse,Local,3
Rice,Coarse,Medium,3
Rice,Coarse,Ref grade-1,3
Rice,Coarse,Ref grade-2,3
Rice,Coarse (I.R.20),FAQ,3
Rice,Coarse (I.R.20),Local,3
Rice,Coarse (I.R.20),Ref grade-1,3
Rice,Common,FAQ,3
Rice,Common,Grade Range-3,3
Rice,Common,Local,3
Rice,Dappa,FAQ,3
Rice,Dappa,Local,3
Rice,Dappa,Ref grade-1,3
Rice,EMR Boiled,FAQ,3
Rice,FCI Parmal,FAQ,3
Rice,Fine,FAQ,3
Rice,Fine,Grade Range-1,3
Rice,Fine,Grade Range-3,3
Rice,Fine,Local,3
Rice,Fine,Medium,3
Rice,Fine,Ref grade-1,3
Rice,Fine,Ref grade-2,3
Rice,Fine (Basmati),FAQ,3
Rice,GMR Steam,FAQ,3
Rice,Govt. Quality,FAQ,3
Rice,H.Y.V.,FAQ,3
Rice,Hamsa St.,FAQ,3
Rice,Hansa,FAQ,3
Rice,Hassan Dappa,FAQ,3
Rice,Hassan Dappa,Local,3
Rice,Hassan Dappa,Ref grade-1,3
Rice,III,FAQ,3
Rice,III,Grade Range-2,3
Rice,III,Grade Range-3,3
Rice,III,Local,3
Rice,IR 20,FAQ,3
Rice,IR 20,Local,3
Rice,IR 20 Fine Raw,FAQ,3
Rice,IR 20 Medium Boiled,FAQ,3
Rice,IR 50,FAQ,3
Rice,IR-8,FAQ,3
Rice,IR-8,Grade Range-1,3
Rice,IR-8,Local,3
Rice,IR-8 Raw (Old),FAQ,3
Rice,Jaya,FAQ,3
Rice,Jaya,Local,3
Rice,Jaya,Medium,3
Rice,Kachha Basmati,FAQ,3
Rice,Kachha Basmati,Local,3
Rice,Kachha Basmati,Medium,3
Rice,Kachha Basmati,Ref grade-1,3
Rice,Kaddi,FAQ,3
Rice,Kattasambar,FAQ,3
Rice,Kichudi,FAQ,3
Rice,Lashkari,FAQ,3
Rice,Masoori-Non Basmti,FAQ,3
Rice,Masuri,FAQ,3
Rice,Masuri,Grade Range-2,3
Rice,Masuri,Local,3
Rice,Masuri,Medium,3
Rice,Mataa Parboiled,FAQ,3
Rice,Mataa Parboiled,Grade Range-1,3
Rice,Medium,FAQ,3
Rice,Medium,Local,3
Rice,Medium,Medium,3
Rice,Medium,Ref grade-1,3
Rice,Medium,Ref grade-2,3
Rice,Milled,FAQ,3
Rice,Motta (Coarse) Boiled,FAQ,3
Rice,Original Basmati,FAQ,3
Rice,Other,FAQ,3
Rice,Other,Grade Range-3,3
Rice,Other,Large,3
Rice,Other,Local,3
Rice,Other,Medium,3
Rice,Other,Ref grade-1,3
Rice,Other,Ref grade-2,3
Rice,Other,Small,3
Rice,Parimal (New),FAQ,3
Rice,Parmal,FAQ,3
Rice,Parmal (Paddy),FAQ,3
Rice,Parmal Raw (New),FAQ,3
Rice,Parmal Sela,FAQ,3
Rice,Ponni,FAQ,3
Rice,Pusa Basmati Raw (New),FAQ,3
Rice,Pusa Basmati Raw (New),Local,3
Rice,Pusa Basmati Raw (New),Medium,3
Rice,Pusa Basmati Raw (Old),FAQ,3
Rice,Pusa Basmati Raw (Old),Large,3
Rice,Pusa Basmati Raw (Old),Local,3
Rice,Pusa Basmati Raw (Old),Medium,3
Rice,Pusa Basmati Raw (Old),Small,3
Rice,Pusa Basmati Sela (Old),Large,3
Rice,Pusa Basmati Sela (Old),Medium,3
Rice,Rasi,FAQ,3
Rice,Ratnachudi (718 5-749),FAQ,3
Rice,Rice Floor,FAQ,3
Rice,Rice Floor,Medium,3
Rice,Sadharan,FAQ,3
Rice,Sadharan,Medium,3
Rice,Sanna Bhatta,FAQ,3
Rice,Sarbati Raw,FAQ,3
Rice,Sarbati Raw,Grade Range-1,3
Rice,Sarbati Raw,Local,3
Rice,Sarbati Raw,Medium,3
Rice,Sarbati Raw,Ref grade-1,3
Rice,Sona,FAQ,3
Rice,Sona,Local,3
Rice,Sona,Medium,3
Rice,Sona Boiled,FAQ,3
Rice,Sona Fine,FAQ,3
Rice,Sona Fine,Medium,3
Rice,Sona Mansoori Non Basmati,FAQ,3
Rice,Sona Medium,FAQ,3
Rice,Super Fine,FAQ,3
Rice,Suvarna Medium,FAQ,3
Rice,Tallahamsa (Bilihamsa),FAQ,3
Rice,Zeeraga Samba Rawrice,FAQ,3
Rice,andra Sanna,Grade Range-1,3
Ridgeguard (Tori),Other,FAQ,160
Ridgeguard (Tori),Other,Grade A,160
Ridgeguard (Tori),Other,Grade B,160
Ridgeguard (Tori),Other,Large,160
Ridgeguard (Tori),Other,Local,160
Ridgeguard (Tori),Other,Medium,160
Ridgeguard (Tori),Other,Small,160
Ridgeguard (Tori),Ridgeguard (Tori),FAQ,160
Ridgeguard (Tori),Ridgeguard (Tori),Grade A,160
Ridgeguard (Tori),Ridgeguard (Tori),Grade B,160
Ridgeguard (Tori),Ridgeguard (Tori),Grade Range-1,160
Ridgeguard (Tori),Ridgeguard (Tori),Large,160
Ridgeguard (Tori),Ridgeguard (Tori),Local,160
Ridgeguard (Tori),Ridgeguard (Tori),Medium,160
Ridgeguard (Tori),Ridgeguard (Tori),Ref grade-1,160
Ridgeguard (Tori),Ridgeguard (Tori),Ref grade-2,160
Ridgeguard (Tori),Ridgeguard (Tori),Small,160
Rose (Local),Other,FAQ,374
Rose (Local),Other,Grade Range-1,374
Rose (Local),Rose (Local),FAQ,374
Rose (Local),Rose (Local),Local,374
Rose (Loose)),Other,FAQ,228
Rose (Loose)),Other,Local,228
Rose (Loose)),Other,Ref grade-1,228
Rose (Loose)),Rose (Loose),FAQ,228
Round gourd,Other,FAQ,306
Round gourd,Other,Grade A,306
Round gourd,Other,Grade B,306
Round gourd,Other,Local,306
Round gourd,Other,Medium,306
Round gourd,Round gourd,FAQ,306
Rubber,Other,FAQ,111
Rubber,Other,Grade Range-1,111
Rubber,Other,Local,111
Rubber,RSS-4,FAQ,111
Rubber,RSS-4,Grade Range-1,111
Sabu Dan,Other,FAQ,291
Sabu Dan,Other,Local,291
Safflower,F.A.Q. Bold,FAQ,59
Safflower,F.A.Q. Bold,Non-FAQ,59
Safflower,Kusum (Safflower),FAQ,59
Safflower,Kusum (Safflower),Non-FAQ,59
Safflower,Other,FAQ,59
Safflower,Other,Medium,59
Safflower,Other,Non-FAQ,59
Safflower,Safflower,FAQ,59
Safflower,Safflower,Local,59
Safflower,Safflower,Medium,59
Safflower,Safflower,Non-FAQ,59
Safflower,Safflower,Ref grade-1,59
Safflower,Safflower,Ref grade-2,59
Safflower,Safflower,Small,59
Saffron,Saffron,FAQ,338
Saffron,Saffron-Organic,FAQ,338
Sajje,Sajje,FAQ,271
Sajje,Sajje,Local,271
Sajje,Sajje,Medium,271
Sajje,Sajje,Ref grade-1,271
Same/Savi,Organic,FAQ,122
Same/Savi,Other,FAQ,122
Same/Savi,Saanva/Sama,FAQ,122
Same/Savi,Same/Savi Local,FAQ,122
Same/Savi,Same/Savi Local,Local,122
Same/Savi,Same/Savi Local,Medium,122
Same/Savi,Same/Savi Local,Ref grade-1,122
Same/Savi,Savo Others,FAQ,122
Same/Savi,Savo Others,Local,122
Season Leaves,Other,FAQ,277
Season Leaves,Other,Grade A,277
Season Leaves,Other,Large,277
Season Leaves,Other,Local,277
Season Leaves,Other,Medium,277
Season Leaves,Season Leaves,FAQ,277
Season Leaves,Season Leaves,Local,277
Seemebadnekai,Other,FAQ,176
Seemebadnekai,Seemebadanekai,FAQ,176
Seemebadnekai,Seemebadanekai,Grade Range-1,176
Seemebadnekai,Seemebadanekai,Local,176
Seemebadnekai,Seemebadanekai,Ref grade-1,176
Seemebadnekai,Seemebadanekai,Ref grade-2,176
Seetapal,Custard Apple-Organic,Large,201
Seetapal,Other,FAQ,201
Seetapal,Other,Grade A,201
Seetapal,Other,Large,201
Seetapal,Other,Local,201
Seetapal,Other,Medium,201
Seetapal,Other,Small,201
Seetapal,Seethaphal,FAQ,201
Seetapal,Seethaphal,Large,201
Seetapal,Seethaphal,Local,201
Seetapal,Seethaphal,Medium,201
Seetapal,Seethaphal,Ref grade-1,201
Seetapal,Seethaphal,Small,201
"Sesamum (Sesame,Gingelly,Til)",95/5,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",95/5,Local,11
"Sesamum (Sesame,Gingelly,Til)",95/5,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Black,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Black,Local,11
"Sesamum (Sesame,Gingelly,Til)",Black,Medium,11
"Sesamum (Sesame,Gingelly,Til)",Black,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Black,Ref grade-1,11
"Sesamum (Sesame,Gingelly,Til)",Chitti,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Chitti,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Gajjar,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Gajjar,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Nylon Til,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Other,Grade Range-1,11
"Sesamum (Sesame,Gingelly,Til)",Other,Local,11
"Sesamum (Sesame,Gingelly,Til)",Other,Medium,11
"Sesamum (Sesame,Gingelly,Til)",Other,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Punjab Til No.1,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",RC-289,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",RC-289,Local,11
"Sesamum (Sesame,Gingelly,Til)",Red,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Red,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Sesame,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Sesame,Grade Range-1,11
"Sesamum (Sesame,Gingelly,Til)",Sesame,Local,11
"Sesamum (Sesame,Gingelly,Til)",Sesame,Medium,11
"Sesamum (Sesame,Gingelly,Til)",Sesame,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Sesame or Til-Organic,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",Sesame or Til-Organic,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",White,FAQ,11
"Sesamum (Sesame,Gingelly,Til)",White,Local,11
"Sesamum (Sesame,Gingelly,Til)",White,Medium,11
"Sesamum (Sesame,Gingelly,Til)",White,Non-FAQ,11
"Sesamum (Sesame,Gingelly,Til)",White,Ref grade-1,11
"Sesamum (Sesame,Gingelly,Til)",White,Ref grade-2,11
"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,11
